,labels,content
244,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Could a rape that happened years ago be the cause of my anxiety? + I was raped repeatedly when I was younger. I told my parents and action was taken, but now that I’m an adult, I suffer from extreme anxiety."
245,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","How do I make my relationship with my girlfriend better? + She's busy because her mom makes her clean all the time and go out places with her family. We don't talk much because of it. Also, we have little fights. We want to work it out but we don't know how."
246,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","My father has always been horrible to me + My suppose-to-be father told me to go find my real dad. We haven't been getting along since I was a teenager. If I said one thing that he thought was wrong, I always got degraded. He never said “I love you.” He never gave us hugs. He’s always called me horrible names. I feel he's an evil man with no feelings."
247,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Is it possible to get my ex-boyfriend help, forcibly? + My ex-boyfriend, will not stop harassing and stalking me. We work together. I honestly think he needs help to move on. His accusations are angry lies. But I think he may believe them to be true."
248,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Why do I always feel like I'm being watched? + I often get the feeling that I'm being watched, like video cameras are hidden wherever I am, even at home. I feel like people can see all that I do and are reading my thoughts. Things I read or hear on the radio seem to be about (or meant for) me, and people are talking about me when they whisper."
249,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",My husband and I are separated. I'm so scared of getting divorced + I keep on begging him to come back. I am so unhappy with him but am so scared of being a single parent to our son. I was abused as a little girl and that has made to be very abusive to men. What should I do...
250,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","How can I talk to my psychologist about upping my dose of Xanax? + I’ve been on 0.5 mg of Xanax twice a day for the past month. It hasn't been helping me at all, but when I take 1 mg during a big anxiety attack, it calms me down. I was wondering how I can ask my psychologist to up the dose to 1 mg twice a day without her thinking I'm abusing them. I just have very big anxiety attacks. Should I stay on the 0.5mg and deal with the attacks or should I ask to up the dose? I'm afraid she will take me off them and put me on something else."
251,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",My companion tells me he wants nothing to do with me + Then turn right back around and say he loves me and needs me. This rollercoaster is crazy.
252,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","How can my boyfriend forgive me when I can't forgive myself? + I have been in a relationship with my boyfriend for about six years now. In the past, our relationship was difficult and frustrating. We argued a lot, and due to that, there was a lot of tension between us. We stayed together because we love each other and wanted to make it work. I used to party a lot, and several times I got into situations where I would end up kissing someone else. These situations were never more than just kissing. I have come clean about these situations with my boyfriend, and he decided to forgive and move forward with me. I love him so much and want to work things out too, but I'm having a difficult time understanding how he can forgive me. I can't seem to forgive myself. I'm overwhelmed with feelings of guilt and unworthiness."
253,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","How come no man sparks my interest? + I was never single, afraid to be alone, and I looked for my boyfriend to make me happy. I finally worked on my self, was in a relationship, and I did everything a healthy girlfriend does and it didn't work out. Now months later, no man peaks my interest. Am I ready to date again? Is there a reason no one sparks my interest?"
254,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","I don't know if my ex-boyfriend is using opiates again + My boyfriend and I recently broke up. One week, we were fine, and the next, he told me he needed space. He completely deleted me out of his life. He does have an opiate addiction. He claimed he was sober, but since we've split, I've heard many lies from him. Could he be using again, and does this addiction affect the mind?"
255,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","How do I fall back in love with my wife? + My wife works late most days, so I'm lonely. I love my wife with all my heart, however I don't feel the intimacy we used to have. We don't have sex anymore, which bothers me tremendously. I have become close friends with a coworker, which I know is not helping. Nothing will happen with that, but there’s the thought."
256,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Should I seek help or should my boyfriend and I seek help together? + Recently my boyfriend broke up with me because of my bad language. But he thinks I'm a total b***h. I know I'm bipolar and can be selfish. He called me today and says he can't go through with the breakup. I was broken and didn't want a breakup to begin with, but I know I'm horrible at times and can't help it. It's like I'm battling myself. What do you feel?"
257,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","I'm worried about my new job + I just took a job that requires me to travel far away from home. My family and I really need this job.
 People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?"
258,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",My wife and I have been married for over 3 years and we're tired of having sex + We make love once per month. Is it normal?
259,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Should I let my boyfriend go? + I'm an early 20 something year-old virgin, and my boyfriend is in his early 20s with kids. He's cheated on me twice: once in the beginning and then four months ago. He wasn't use to dating a virgin and broke up with me three times because he wasn't sure. We both work at the same job (where we met) and it’s with the girl that works with us. I've been trying to get over it, but now my confidence and self-esteem are low, and sometimes I feel like he’ll do it again or that he's not ready to be with me. I think about it all over again when I see her. He says he's in love with me, and with the last time he cheated, it didn't feel right, and that's when he knew he had to stop because his feelings were for me. He's contacted her and told her he will not communicate with her because he's in a relationship with me.
 How do I gain confidence? Should I let him go? If I let him go, I don't want to be sad about it being that we work together. I try to tell myself I'm beautiful every day, and I think I am a pretty attractive female with a great personality, but I don't like the fact that she works there."
260,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",I had a baby about 2 months ago and I really haven't been feeling myself + I am always down and out. Could this be postpartum depression?
